#automap RITHMIC
Symbol,Price Level,Note,Foreground Color,Background Color,Text Alignment,DIAMETER, DRAW_NOTE_PRICE_HORIZONTAL_LINE
NQH6.CME@RITHMIC,26104.25,INST2 26104.25-26108.25 L,#FFFFFF,#00CED1,left,1,TRUE
NQH6.CME@RITHMIC,26106.25,INST2 26104.25-26108.25 M,#FFFFFF,#00CED1,left,1,TRUE
NQH6.CME@RITHMIC,26108.25,INST2 26104.25-26108.25 H,#FFFFFF,#00CED1,left,1,TRUE
NQH6.CME@RITHMIC,26155.25,INST2 26155.25-26159.25 L,#FFFFFF,#00CED1,left,1,TRUE
NQH6.CME@RITHMIC,26157.25,INST2 26155.25-26159.25 M,#FFFFFF,#00CED1,left,1,TRUE
NQH6.CME@RITHMIC,26159.25,INST2 26155.25-26159.25 H,#FFFFFF,#00CED1,left,1,TRUE
NQH6.CME@RITHMIC,26223.25,INST2 26223.25-26227.25 L,#FFFFFF,#00CED1,left,1,TRUE
NQH6.CME@RITHMIC,26225.25,INST2 26223.25-26227.25 M,#FFFFFF,#00CED1,left,1,TRUE
NQH6.CME@RITHMIC,26227.25,INST2 26223.25-26227.25 H,#FFFFFF,#00CED1,left,1,TRUE
NQH6.CME@RITHMIC,25324.5,DP 25324.5-25330.5 L,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25327.5,DP 25324.5-25330.5 M,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25330.5,DP 25324.5-25330.5 H,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25338.75,DP 25338.75-25345 L,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25341.88,DP 25338.75-25345 M,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25345,DP 25338.75-25345 H,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25383.5,DP 25383.5-25389.5 L,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25386.5,DP 25383.5-25389.5 M,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25389.5,DP 25383.5-25389.5 H,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25403.5,DP 25403.5-25409.5 L,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25406.5,DP 25403.5-25409.5 M,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25409.5,DP 25403.5-25409.5 H,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25429.75,DP 25429.75-25441.75 L,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25435.75,DP 25429.75-25441.75 M,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25441.75,DP 25429.75-25441.75 H,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25544,DP 25544-25559 L,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25551.5,DP 25544-25559 M,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25559,DP 25544-25559 H,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25621,DP 25621-25627.25 L,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25624.12,DP 25621-25627.25 M,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25627.25,DP 25621-25627.25 H,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25637.5,DP 25637.5-25647 L,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25642.25,DP 25637.5-25647 M,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25647,DP 25637.5-25647 H,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25689.25,DP 25689.25-25697 L,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25693.12,DP 25689.25-25697 M,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25697,DP 25689.25-25697 H,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25706.25,DP 25706.25-25712.5 L,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25709.38,DP 25706.25-25712.5 M,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25712.5,DP 25706.25-25712.5 H,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25723,DP 25723-25729.25 L,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25726.12,DP 25723-25729.25 M,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25729.25,DP 25723-25729.25 H,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25736.75,DP 25736.75-25743 L,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25739.88,DP 25736.75-25743 M,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25743,DP 25736.75-25743 H,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25756,DP 25756-25762.25 L,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25759.12,DP 25756-25762.25 M,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25762.25,DP 25756-25762.25 H,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25788,DP 25788-25794 L,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25791,DP 25788-25794 M,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25794,DP 25788-25794 H,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25801.75,DP 25801.75-25814.5 L,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25808.12,DP 25801.75-25814.5 M,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25814.5,DP 25801.75-25814.5 H,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25822,DP 25822-25828.25 L,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25825.12,DP 25822-25828.25 M,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25828.25,DP 25822-25828.25 H,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25835,DP 25835-25841 L,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25838,DP 25835-25841 M,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25841,DP 25835-25841 H,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25876.5,DP 25876.5-25882.75 L,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25879.62,DP 25876.5-25882.75 M,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25882.75,DP 25876.5-25882.75 H,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25895,DP 25895-25905.5 L,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25900.25,DP 25895-25905.5 M,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25905.5,DP 25895-25905.5 H,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25921.5,DP 25921.5-25927.5 L,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25924.5,DP 25921.5-25927.5 M,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25927.5,DP 25921.5-25927.5 H,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25948.25,DP 25948.25-25954.25 L,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25951.25,DP 25948.25-25954.25 M,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,25954.25,DP 25948.25-25954.25 H,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,26007.25,DP 26007.25-26013.5 L,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,26010.38,DP 26007.25-26013.5 M,#FFFFFF,#8A2BE2,left,1,TRUE
NQH6.CME@RITHMIC,26013.5,DP 26007.25-26013.5 H,#FFFFFF,#8A2BE2,left,1,TRUE
